1.25,3.73E-07,2.46E+12,9.13E-06,6.02E+13,1.23E+00,4.92E+13,6.05E+13
1.32,4.00E-07,2.63E+12,7.33E-06,4.83E+13,1.29E+00,3.76E+13,4.85E+13
1.36,2.12E-07,1.39E+12,7.09E-06,4.67E+13,1.34E+00,3.48E+13,4.66E+13
1.4,2.40E-07,1.58E+12,8.28E-06,5.46E+13,1.38E+00,3.95E+13,5.45E+13
1.5,5.35E-07,3.52E+12,7.75E-06,5.11E+13,1.45E+00,3.52E+13,5.10E+13
1.85,1.36E-06,8.94E+12,6.47E-06,4.26E+13,1.68E+00,2.55E+13,4.29E+13
2.35,1.29E-06,8.50E+12,5.39E-06,3.55E+13,2.10E+00,1.70E+13,3.57E+13
2.48,3.12E-07,2.06E+12,5.79E-06,3.82E+13,2.42E+00,1.58E+13,3.83E+13
3,8.35E-07,5.50E+12,4.39E-06,2.89E+13,2.74E+00,1.06E+13,2.90E+13
4.3,8.48E-07,5.59E+12,2.36E-06,1.55E+13,3.65E+00,4.30E+12,1.57E+13
4.8,1.68E-07,1.11E+12,1.53E-06,1.01E+13,4.55E+00,2.22E+12,1.01E+13
6.43,2.73E-07,1.80E+12,9.35E-07,6.16E+12,5.62E+00,1.10E+12,6.21E+12
8.19,8.63E-08,5.69E+11,3.57E-07,2.35E+12,7.31E+00,3.23E+11,2.36E+12
10,2.26E-08,1.49E+11,1.13E-07,7.44E+11,9.10E+00,8.23E+10,7.49E+11
12.8,6.79E-09,44743445717,2.75E-08,1.81E+11,1.14E+01,1.60E+10,1.82E+11
13.8,5.13E-10,3382576112,6.82E-09,4.50E+10,1.33E+01,3.38E+09,4.50E+10
14.6,2.04E-10,1346454134,3.63E-09,2.39E+10,1.42E+01,1.68E+09,2.39E+10
15.7,1.39E-10,914871473.4,1.91E-09,1.26E+10,1.52E+01,8.32E+08,1.26E+10
17.3,7.73E-11,509392659.3,7.97E-10,5.25E+09,1.65E+01,3.18E+08,5.25E+09
20,2.90E-11,191173412.9,2.00E-10,1.32E+09,1.87E+01,7.08E+07,1.32E+09
